Timestep,Mean_L2,Std_L2,Max_L2,Min_L2
5,0.0009061383930384181,0.00039813672146095304,0.0029586905147880316,0.00031388303614221513
6,0.0015813172946218402,0.0007447353927616653,0.00548545503988862,0.0005178400315344334
7,0.002087688085739501,0.00105674647888393,0.0077058300375938416,0.0006633400917053223
8,0.002488988091936335,0.0013553121369365873,0.009770127013325691,0.0007677894318476319
9,0.0028261860890779643,0.001648193331653873,0.01172260195016861,0.0008620060980319977
10,0.003127072172355838,0.0019401849206681456,0.013604585081338882,0.0009435653337277472
11,0.003403357978677377,0.002231717248791116,0.015440410003066063,0.0010248272446915507
12,0.0036613463505636903,0.0025234714544043095,0.01724429987370968,0.0011057999217882752
13,0.003905529809417203,0.002815452529419496,0.019027462229132652,0.0011829390423372388
14,0.004140106748091057,0.003107801038551121,0.020798150449991226,0.001267976127564907
15,0.004367199447005987,0.0034011050311762154,0.02256373129785061,0.0013436774024739861
16,0.004589270082069561,0.003695210448646195,0.024328166618943214,0.0014318239409476519
17,0.004808293805690482,0.003989939419285116,0.02609333209693432,0.0015092527028173208
18,0.005023741816403344,0.0042857907073825165,0.027860000729560852,0.0015611128183081746
19,0.005237629051553085,0.004582000062922106,0.029627973213791847,0.0015485482290387154
20,0.005450328110018745,0.004878807467899902,0.03139730542898178,0.001526826061308384
21,0.0056622081401292235,0.0051758828673650545,0.03316718339920044,0.0015132941771298647
22,0.0058730739855673165,0.005473630194292821,0.03493737801909447,0.0014903639676049352
23,0.006084784896811471,0.005771176072530853,0.03670676425099373,0.0014778942568227649
24,0.006296014240942896,0.006069145841578343,0.03847503662109375,0.0014556176029145718
25,0.0065082824730779976,0.0063667385300555535,0.04024107754230499,0.001446020440198481
26,0.006720590185141191,0.006664732239206187,0.04200468212366104,0.0014262694166973233
27,0.006934434910072014,0.006962064559974079,0.043764881789684296,0.0014213236281648278
28,0.00714919638237916,0.007259376285458402,0.0455215685069561,0.0014061859110370278
29,0.007364655722631142,0.007556471287370308,0.0472739040851593,0.0014076408697292209
30,0.007581993527710437,0.007853021091674574,0.04902186617255211,0.0013994525652378798
31,0.00780060095130466,0.008149150554448937,0.050764717161655426,0.0014089214382693172
32,0.00802063143113628,0.008444853641752525,0.05250254645943642,0.0014102046843618155
33,0.008242466496303677,0.008740024048795788,0.05423467233777046,0.0014289501123130322
34,0.008466075395699591,0.009034523653929979,0.05596122518181801,0.0014422107487916946
35,0.00869112741900608,0.00932859131169604,0.057681597769260406,0.001471152761951089
36,0.008918346574064344,0.009621799836552425,0.059395939111709595,0.0014983199071139097
37,0.009147394195897504,0.009914416375318168,0.06110372766852379,0.0015381543198600411
38,0.009378314269706606,0.01020624493859381,0.06280507892370224,0.001580389216542244
39,0.009611376840621234,0.010497429219000464,0.06449957937002182,0.0016314613167196512
40,0.009846058436669409,0.01078786384439045,0.06618725508451462,0.0016891744453459978
41,0.010083536342717707,0.011077182411299319,0.06786788254976273,0.001751594478264451
42,0.010322437367867678,0.011366124074766934,0.0695413276553154,0.0018245226237922907
43,0.010563504213932902,0.01165396010923339,0.07120762020349503,0.001898330869153142
44,0.010807559590321035,0.011940731165825825,0.07286643981933594,0.0019856798462569714
45,0.011052519504446537,0.012227258891533664,0.07451803982257843,0.0020710176322609186
46,0.011301071555353702,0.012512120810602838,0.07616201043128967,0.0021716514602303505
47,0.011550820881966501,0.01279673888584472,0.07779871672391891,0.0022689050529152155
48,0.011803616974502803,0.013080057544902317,0.07942784577608109,0.002381466096267104
49,0.012058829199522733,0.013362463126547475,0.08104962110519409,0.0024913435336202383
50,0.012316153182182462,0.013644124654142798,0.08266410231590271,0.0026144066359847784
51,0.012576650106348097,0.0139244962286108,0.0842711329460144,0.002716193674132228
52,0.012839544818270952,0.014204297396875116,0.08587124198675156,0.0026928354054689407
53,0.013105583733413369,0.014482682111690142,0.08746408671140671,0.002699702512472868
54,0.013374411463737489,0.014760375313914944,0.08905014395713806,0.002694627968594432
55,0.013646598027553409,0.015037003784765903,0.09062951058149338,0.002674635499715805
56,0.013922450775280594,0.015312274584973978,0.09220213443040848,0.002688678214326501
57,0.01420117994537577,0.015586965024213138,0.0937686488032341,0.002662485698238015
58,0.01448447797447443,0.015860161179228956,0.09532880783081055,0.002664086874574423
59,0.014771550896111875,0.016132361707350072,0.09688305109739304,0.00266090827062726
60,0.015062846613582224,0.01640361397821811,0.09843167662620544,0.0026374117005616426
61,0.015359162117820234,0.01667337940815346,0.09997453540563583,0.00265310425311327
62,0.01566030423855409,0.01694227840441578,0.10151229053735733,0.0026294856797903776
63,0.01596690135775134,0.017209694615309978,0.10304492712020874,0.00263296440243721
64,0.016279578485991805,0.017475934285579777,0.10457253456115723,0.0026361187919974327
65,0.01659758884459734,0.017741232062611304,0.10609567910432816,0.002618631813675165
