Segment,Mean_L2,Std_L2,Max_L2,Min_L2
0-5,0.014686817582696677,0.0018582464665119608,0.018803732469677925,0.011487916111946106
5-7.5,0.015246307710185647,0.00262631469709778,0.02109876088798046,0.011124974116683006
7.5-10,0.017142189433798194,0.002958491239053464,0.022378986701369286,0.012071513570845127
10-12.5,0.025374735612422226,0.004463092937993093,0.03514555096626282,0.01900027133524418
12.5-15,0.044796495139598845,0.007037523699058772,0.05879928916692734,0.03486983850598335
