Timestep,Mean_L2,Std_L2,Max_L2,Min_L2
10,0.0071034090965986256,0.00022825412409989123,0.007623225916177034,0.006622770335525274
11,0.007957477467134594,0.0002527310228561044,0.008571578189730644,0.007408431731164455
12,0.009526019180193544,0.00031110127162036573,0.010280285961925983,0.008841365575790405
13,0.011059862151741982,0.0003707216423690768,0.011932704597711563,0.010233369655907154
14,0.012205488309264182,0.00042588430663763305,0.013150996528565884,0.011253292672336102
15,0.013064004592597484,0.00047791811987458994,0.014190352521836758,0.012011026963591576
16,0.013509068517014384,0.0005234208522440979,0.014792881906032562,0.012397429905831814
17,0.013945763548836112,0.0005700996379529454,0.01536398846656084,0.012779120355844498
18,0.014209174895659088,0.0006130820894740305,0.015742525458335876,0.013004984706640244
19,0.014372629392892123,0.0006514797954859607,0.015999168157577515,0.013021358288824558
20,0.014472511252388359,0.0006859445157163062,0.016173990443348885,0.01298997551202774
21,0.01452530112117529,0.0007155702337857141,0.016281066462397575,0.012931088916957378
22,0.01455154288560152,0.0007402669220609053,0.016342684626579285,0.012861253693699837
23,0.01455725115723908,0.0007606018966039073,0.01636676862835884,0.012787139043211937
24,0.014557111924514175,0.0007770972376453931,0.01637030392885208,0.012721830978989601
25,0.014553666906431317,0.0007904726742224869,0.016360117122530937,0.012664628215134144
26,0.014549185801297427,0.000801560759900909,0.016338950023055077,0.012619484215974808
27,0.014544109683483838,0.0008110348414597505,0.016311485320329666,0.012583224102854729
28,0.014538889825344086,0.0008196471319945165,0.01629209704697132,0.012557340785861015
29,0.014532992755994201,0.0008279434166349311,0.01635816879570484,0.01253694947808981
30,0.014526297645643354,0.0008359109943734396,0.016419732943177223,0.01252041757106781
31,0.014518274553120136,0.0008443649417711674,0.016485754400491714,0.012507742270827293
32,0.014507326940074563,0.0008532736073749308,0.016552221029996872,0.012494063936173916
33,0.014493216974660755,0.0008631377427101855,0.016623040661215782,0.012480130419135094
34,0.014475345332175493,0.0008739794001643916,0.016702158376574516,0.012425187975168228
35,0.014452761355787516,0.0008858933436169297,0.016786139458417892,0.012348603457212448
36,0.014426298988983035,0.0008993170995671694,0.01688193902373314,0.01227482222020626
37,0.014395109824836255,0.0009141432965943114,0.016984455287456512,0.012198532931506634
38,0.014360684780403971,0.0009305101108065148,0.017094029113650322,0.01212345901876688
39,0.014323100727051497,0.0009484404167991178,0.01721426658332348,0.012047952972352505
40,0.014282296216115355,0.0009680131266765296,0.01734500750899315,0.011970648542046547
41,0.014239215347915888,0.0009894428708494686,0.01749107800424099,0.011896679177880287
42,0.014193137269467115,0.0010126632446969468,0.017651041969656944,0.01181706041097641
43,0.014145483495667577,0.001037829830651592,0.017826076596975327,0.011740109883248806
44,0.01409680345095694,0.0010647526426473518,0.01801350899040699,0.011662913486361504
45,0.0140472583565861,0.0010938128783347975,0.018215041607618332,0.011584327556192875
46,0.013998222853988409,0.0011245104687397686,0.018424350768327713,0.011510181240737438
47,0.013948987266048788,0.001157432586087761,0.018648313358426094,0.011431587859988213
48,0.013900967417284846,0.0011921502256297392,0.018884778022766113,0.01135711744427681
49,0.01385383702814579,0.0012284635376714939,0.019131911918520927,0.01128397136926651
50,0.0138080482929945,0.0012670588360029905,0.019396597519516945,0.011210727505385876
51,0.01376400980167091,0.0013061229082277088,0.019663337618112564,0.011142638511955738
52,0.013721408890560269,0.0013476204323256901,0.01994473673403263,0.011071003042161465
53,0.013681374713778496,0.0013901110942222572,0.0202320646494627,0.011004684492945671
54,0.013643848402425647,0.0014335203694759804,0.02052111178636551,0.010940530337393284
55,0.01360879891552031,0.001479002709516409,0.02082565426826477,0.010877036489546299
56,0.013576377276331186,0.001523488500207756,0.021122682839632034,0.010820331983268261
57,0.013546078428626061,0.0015705464729229364,0.021434852853417397,0.010760363191366196
58,0.013518790220841766,0.0016171809075219757,0.021749770268797874,0.010706188157200813
59,0.013494180403649808,0.0016643667916559398,0.022060377523303032,0.010654679499566555
60,0.013472255915403367,0.0017129948387232148,0.022382138296961784,0.010603769682347775
61,0.013453085599467158,0.0017594264185411177,0.022692209109663963,0.010560274124145508
62,0.013436067923903465,0.0018082649245858965,0.023012161254882812,0.01051359437406063
63,0.013422273620963097,0.0018562522998932132,0.023329654708504677,0.0104730986058712
64,0.013410632126033306,0.0019030838992298374,0.023637978360056877,0.010435326024889946
65,0.01340167548507452,0.0019515909045122078,0.023958107456564903,0.01039821095764637
66,0.013394778175279499,0.0019968236476148845,0.02426130510866642,0.010368650779128075
67,0.013389798533171415,0.0020443666316910863,0.024573806673288345,0.010335484519600868
68,0.013387609720230103,0.002090505615318787,0.024880290031433105,0.01030837930738926
69,0.013387028630822896,0.0021349616068641313,0.02517206221818924,0.01028421800583601
70,0.013388938307762145,0.0021811619445182375,0.025475885719060898,0.010259529575705528
71,0.013392469016835093,0.002223058607243213,0.025757182389497757,0.01024407148361206
72,0.013397228252142668,0.0022678569691435475,0.026050282642245293,0.010223778896033764
73,0.013404326420277357,0.0023101601858067254,0.0263354629278183,0.010209532454609871
74,0.013412233497947455,0.002350502655987986,0.026602990925312042,0.010198019444942474
75,0.01342229920439422,0.0023926889991133893,0.026882419362664223,0.010185356251895428
76,0.013433833112940193,0.002430391076567261,0.027138080447912216,0.010182492434978485
77,0.013445885451510549,0.0024703552302355173,0.027404606342315674,0.0101736756041646
