Segment,Mean_L2,Std_L2,Max_L2,Min_L2
0.1-1,0.01074893402401358,0.017088915283845794,0.12815150618553162,0.002219283953309059
1-1.5,0.02205115167889744,0.03161051577062047,0.22004729509353638,0.004135074559599161
1.5-2,0.03375201591290534,0.041443547602042975,0.27653446793556213,0.005008069798350334
2-2.5,0.060520054530352356,0.050338943505045364,0.30569589138031006,0.011710898019373417
2.5-3,0.1289658723399043,0.08956818157902678,0.5357229709625244,0.03403862938284874
3-3.5,0.28359901905059814,0.23068637168489298,1.3800047636032104,0.03867338225245476
3.5-4,0.5906169230490923,0.5517769803577567,3.100442886352539,0.06921666115522385
4-4.5,1.1353452321887016,1.163710042394401,6.447567462921143,0.04315987229347229
4.5-5,2.0134835629165173,2.2086781239352162,12.390889167785645,0.06904056668281555
