Dataset,0-5_mean,0-5_std,5-7.5_mean,5-7.5_std
test_unseen,1.0071565890312195,0.050047406567341655,1.140172265768051,0.14715899538565702
test_seen,1.0191796797513961,0.054774721185309024,1.1473101234436036,0.15199248659777792
